_id,date,center_name,attendance_count
41182885,2024-12-27,West Penn Community Center,14
41182886,2024-12-26,Brookline Community Center,35
41182887,2024-12-26,Paulson Community Center,4
41182888,2024-12-26,Ormsby Community Center,9
41182889,2024-12-26,Magee Community Center,7
41182890,2024-12-26,West Penn Community Center,26
41182891,2024-12-26,Warrington Community Center,11
41182892,2024-12-24,Brookline Community Center,9
41182893,2024-12-24,Paulson Community Center,1
41182894,2024-12-24,Magee Community Center,9
41182895,2024-12-24,Warrington Community Center,20
41182896,2024-12-24,West Penn Community Center,25
41182897,2024-12-23,Arlington Community Center,5
41182898,2024-12-23,Brookline Community Center,26
41182899,2024-12-23,Paulson Community Center,10
41182900,2024-12-23,Ormsby Community Center,9
41182901,2024-12-23,Magee Community Center,13
41182902,2024-12-23,West Penn Community Center,59
41182903,2024-12-23,Warrington Community Center,13
41182904,2024-12-21,Brookline Community Center,11
41182905,2024-12-21,Ormsby Community Center,6
41182906,2024-12-21,Magee Community Center,4
41182907,2024-12-21,Warrington Community Center,7
41182908,2024-12-21,West Penn Community Center,19
41182909,2024-12-20,Ammon Community Center,1
41182910,2024-12-20,Brookline Community Center,22
41182911,2024-12-20,Ormsby Community Center,8
41182912,2024-12-20,Paulson Community Center,25
41182913,2024-12-20,Magee Community Center,43
41182914,2024-12-20,Jefferson Community Center,13
41182915,2024-12-20,West Penn Community Center,80
41182916,2024-12-20,Warrington Community Center,29
41182917,2024-12-19,Ammon Community Center,2
41182918,2024-12-19,Arlington Community Center,12
41182919,2024-12-19,Brookline Community Center,36
41182920,2024-12-19,Paulson Community Center,17
41182921,2024-12-19,Ormsby Community Center,6
41182922,2024-12-19,Jefferson Community Center,24
41182923,2024-12-19,Magee Community Center,20
41182924,2024-12-19,Warrington Community Center,24
41182925,2024-12-19,West Penn Community Center,168
41182926,2024-12-18,Arlington Community Center,50
41182927,2024-12-18,Ammon Community Center,2
41182928,2024-12-18,Brookline Community Center,29
41182929,2024-12-18,Ormsby Community Center,7
41182930,2024-12-18,Paulson Community Center,27
41182931,2024-12-18,Magee Community Center,27
41182932,2024-12-18,Jefferson Community Center,13
41182933,2024-12-18,West Penn Community Center,91
41182934,2024-12-18,Warrington Community Center,40
41182935,2024-12-17,Ammon Community Center,2
41182936,2024-12-17,Arlington Community Center,17
41182937,2024-12-17,Brookline Community Center,31
41182938,2024-12-17,Paulson Community Center,18
41182939,2024-12-17,Ormsby Community Center,5
41182940,2024-12-17,Jefferson Community Center,42
41182941,2024-12-17,Magee Community Center,20
41182942,2024-12-17,Warrington Community Center,37
41182943,2024-12-17,West Penn Community Center,134
41182944,2024-12-16,Arlington Community Center,13
41182945,2024-12-16,Brookline Community Center,38
41182946,2024-12-16,Ormsby Community Center,6
41182947,2024-12-16,Paulson Community Center,25
41182948,2024-12-16,Magee Community Center,27
41182949,2024-12-16,Jefferson Community Center,35
41182950,2024-12-16,West Penn Community Center,75
41182951,2024-12-16,Warrington Community Center,48
41182952,2024-12-14,Brookline Community Center,5
41182953,2024-12-14,Paulson Community Center,2
41182954,2024-12-14,Ormsby Community Center,3
41182955,2024-12-14,Magee Community Center,21
41182956,2024-12-14,Warrington Community Center,8
41182957,2024-12-14,West Penn Community Center,176
41182958,2024-12-13,Arlington Community Center,40
41182959,2024-12-13,Brookline Community Center,34
41182960,2024-12-13,Ormsby Community Center,10
41182961,2024-12-13,Paulson Community Center,16
41182962,2024-12-13,Magee Community Center,47
41182963,2024-12-13,Jefferson Community Center,9
41182964,2024-12-13,West Penn Community Center,46
41182965,2024-12-13,Warrington Community Center,31
41182966,2024-12-12,Arlington Community Center,13
41182967,2024-12-12,Ammon Community Center,1
41182968,2024-12-12,Brookline Community Center,51
41182969,2024-12-12,Paulson Community Center,14
41182970,2024-12-12,Ormsby Community Center,11
41182971,2024-12-12,Jefferson Community Center,34
41182972,2024-12-12,Magee Community Center,36
41182973,2024-12-12,Warrington Community Center,18
41182974,2024-12-12,West Penn Community Center,136
41182975,2024-12-11,Brookline Community Center,26
41182976,2024-12-11,Ormsby Community Center,10
41182977,2024-12-11,Paulson Community Center,18
41182978,2024-12-11,Magee Community Center,35
41182979,2024-12-11,Jefferson Community Center,32
41182980,2024-12-11,West Penn Community Center,85
41182981,2024-12-11,Warrington Community Center,41
41182982,2024-12-10,Ammon Community Center,2
41182983,2024-12-10,Arlington Community Center,67
41182984,2024-12-10,Brookline Community Center,46
41182985,2024-12-10,Paulson Community Center,17
41182986,2024-12-10,Ormsby Community Center,4
41182987,2024-12-10,Jefferson Community Center,65
41182988,2024-12-10,Magee Community Center,26
41182989,2024-12-10,Warrington Community Center,54
41182990,2024-12-10,West Penn Community Center,148
41182991,2024-12-09,Arlington Community Center,19
41182992,2024-12-09,Ammon Community Center,1
41182993,2024-12-09,Brookline Community Center,38
41182994,2024-12-09,Ormsby Community Center,7
41182995,2024-12-09,Paulson Community Center,16
41182996,2024-12-09,Magee Community Center,35
41182997,2024-12-09,Jefferson Community Center,64
41182998,2024-12-09,West Penn Community Center,75
41182999,2024-12-09,Warrington Community Center,44
41183000,2024-12-07,Ammon Community Center,1
41183001,2024-12-07,Brookline Community Center,7
41183002,2024-12-07,Ormsby Community Center,3
41183003,2024-12-07,Magee Community Center,9
41183004,2024-12-07,Warrington Community Center,5
41183005,2024-12-07,West Penn Community Center,41
41183006,2024-12-06,Ammon Community Center,23
41183007,2024-12-06,Arlington Community Center,28
41183008,2024-12-06,Brookline Community Center,38
41183009,2024-12-06,Ormsby Community Center,9
41183010,2024-12-06,Paulson Community Center,21
41183011,2024-12-06,Magee Community Center,20
41183012,2024-12-06,Jefferson Community Center,62
41183013,2024-12-06,West Penn Community Center,50
41183014,2024-12-06,Warrington Community Center,19
41183015,2024-12-05,Arlington Community Center,5
41183016,2024-12-05,Brookline Community Center,33
41183017,2024-12-05,Paulson Community Center,14
41183018,2024-12-05,Ormsby Community Center,6
41183019,2024-12-05,Jefferson Community Center,31
41183020,2024-12-05,Magee Community Center,28
41183021,2024-12-05,Warrington Community Center,37
41183022,2024-12-05,West Penn Community Center,122
41183023,2024-12-04,Arlington Community Center,24
41183024,2024-12-04,Ammon Community Center,3
41183025,2024-12-04,Brookline Community Center,34
41183026,2024-12-04,Ormsby Community Center,17
41183027,2024-12-04,Paulson Community Center,20
41183028,2024-12-04,Magee Community Center,35
41183029,2024-12-04,Jefferson Community Center,65
41183030,2024-12-04,West Penn Community Center,97
41183031,2024-12-04,Warrington Community Center,40
41183032,2024-12-03,Ammon Community Center,3
41183033,2024-12-03,Arlington Community Center,29
41183034,2024-12-03,Brookline Community Center,53
41183035,2024-12-03,Paulson Community Center,20
41183036,2024-12-03,Ormsby Community Center,11
41183037,2024-12-03,Jefferson Community Center,35
41183038,2024-12-03,Magee Community Center,38
41183039,2024-12-03,Warrington Community Center,37
41183040,2024-12-03,West Penn Community Center,201
41183041,2024-12-02,Arlington Community Center,16
41183042,2024-12-02,Brookline Community Center,27
41183043,2024-12-02,Ormsby Community Center,9
41183044,2024-12-02,Paulson Community Center,17
41183045,2024-12-02,Magee Community Center,25
41183046,2024-12-02,Jefferson Community Center,32
41183047,2024-12-02,West Penn Community Center,88
41183048,2024-12-02,Warrington Community Center,38
41183049,2024-11-29,Ammon Community Center,1
41183050,2024-11-27,Ammon Community Center,4
41183051,2024-11-27,Arlington Community Center,7
41183052,2024-11-27,Brookline Community Center,24
41183053,2024-11-27,Paulson Community Center,8
41183054,2024-11-27,Ormsby Community Center,5
41183055,2024-11-27,Jefferson Community Center,61
41183056,2024-11-27,Magee Community Center,30
41183057,2024-11-27,Warrington Community Center,47
41183058,2024-11-27,West Penn Community Center,92
41183059,2024-11-26,Arlington Community Center,23
41183060,2024-11-26,Brookline Community Center,42
41183061,2024-11-26,Ormsby Community Center,12
41183062,2024-11-26,Paulson Community Center,22
41183063,2024-11-26,Magee Community Center,35
41183064,2024-11-26,Jefferson Community Center,60
41183065,2024-11-26,West Penn Community Center,162
41183066,2024-11-26,Warrington Community Center,38
41183067,2024-11-25,Arlington Community Center,10
41183068,2024-11-25,Ammon Community Center,2
41183069,2024-11-25,Brookline Community Center,28
41183070,2024-11-25,Paulson Community Center,24
41183071,2024-11-25,Ormsby Community Center,12
41183072,2024-11-25,Jefferson Community Center,64
41183073,2024-11-25,Magee Community Center,54
41183074,2024-11-25,Warrington Community Center,51
41183075,2024-11-25,West Penn Community Center,78
41183076,2024-11-23,Brookline Community Center,13
41183077,2024-11-23,Ormsby Community Center,3
41183078,2024-11-23,Paulson Community Center,3
41183079,2024-11-23,Magee Community Center,18
41183080,2024-11-23,West Penn Community Center,25
41183081,2024-11-23,Warrington Community Center,7
41183082,2024-11-22,Ammon Community Center,2
41183083,2024-11-22,Arlington Community Center,11
41183084,2024-11-22,Brookline Community Center,25
41183085,2024-11-22,Paulson Community Center,16
41183086,2024-11-22,Ormsby Community Center,4
41183087,2024-11-22,Magee Community Center,51
41183088,2024-11-22,Jefferson Community Center,66
41183089,2024-11-22,Warrington Community Center,52
41183090,2024-11-22,West Penn Community Center,39
41183091,2024-11-21,Arlington Community Center,10
41183092,2024-11-21,Brookline Community Center,44
41183093,2024-11-21,Ormsby Community Center,3
41183094,2024-11-21,Paulson Community Center,20
41183095,2024-11-21,Jefferson Community Center,28
41183096,2024-11-21,Magee Community Center,37
41183097,2024-11-21,West Penn Community Center,155
41183098,2024-11-21,Warrington Community Center,30
41183099,2024-11-20,Arlington Community Center,66
41183100,2024-11-20,Brookline Community Center,27
41183101,2024-11-20,Paulson Community Center,21
41183102,2024-11-20,Ormsby Community Center,8
41183103,2024-11-20,Magee Community Center,24
41183104,2024-11-20,Warrington Community Center,60
41183105,2024-11-20,West Penn Community Center,135
41183106,2024-11-19,Arlington Community Center,32
41183107,2024-11-19,Ammon Community Center,26
41183108,2024-11-19,Brookline Community Center,51
41183109,2024-11-19,Ormsby Community Center,12
41183110,2024-11-19,Paulson Community Center,22
41183111,2024-11-19,Magee Community Center,31
41183112,2024-11-19,Jefferson Community Center,58
41183113,2024-11-19,West Penn Community Center,176
41183114,2024-11-19,Warrington Community Center,66
41183115,2024-11-18,Ammon Community Center,2
41183116,2024-11-18,Arlington Community Center,27
41183117,2024-11-18,Brookline Community Center,42
41183118,2024-11-18,Paulson Community Center,29
41183119,2024-11-18,Ormsby Community Center,13
41183120,2024-11-18,Jefferson Community Center,31
41183121,2024-11-18,Magee Community Center,44
41183122,2024-11-18,Warrington Community Center,67
41183123,2024-11-18,West Penn Community Center,53
41183124,2024-11-16,Ammon Community Center,7
41183125,2024-11-16,Brookline Community Center,9
41183126,2024-11-16,Ormsby Community Center,4
41183127,2024-11-16,Paulson Community Center,7
41183128,2024-11-16,Magee Community Center,2
41183129,2024-11-16,West Penn Community Center,22
41183130,2024-11-16,Warrington Community Center,2
41183131,2024-11-15,Ammon Community Center,34
41183132,2024-11-15,Arlington Community Center,15
41183133,2024-11-15,Brookline Community Center,25
41183134,2024-11-15,Paulson Community Center,19
41183135,2024-11-15,Ormsby Community Center,10
41183136,2024-11-15,Magee Community Center,62
41183137,2024-11-15,Jefferson Community Center,67
41183138,2024-11-15,Warrington Community Center,58
41183139,2024-11-15,West Penn Community Center,55
41183140,2024-11-14,Arlington Community Center,19
41183141,2024-11-14,Ammon Community Center,3
41183142,2024-11-14,Brookline Community Center,50
41183143,2024-11-14,Ormsby Community Center,4
41183144,2024-11-14,Paulson Community Center,17
41183145,2024-11-14,Jefferson Community Center,57
41183146,2024-11-14,Magee Community Center,23
41183147,2024-11-14,West Penn Community Center,137
41183148,2024-11-14,Warrington Community Center,28
41183149,2024-11-13,Arlington Community Center,70
41183150,2024-11-13,Brookline Community Center,26
41183151,2024-11-13,Paulson Community Center,25
41183152,2024-11-13,Ormsby Community Center,11
41183153,2024-11-13,Magee Community Center,28
41183154,2024-11-13,Jefferson Community Center,63
41183155,2024-11-13,Warrington Community Center,68
41183156,2024-11-13,West Penn Community Center,101
41183157,2024-11-12,Arlington Community Center,29
41183158,2024-11-12,Ammon Community Center,4
41183159,2024-11-12,Brookline Community Center,47
41183160,2024-11-12,Ormsby Community Center,8
41183161,2024-11-12,Paulson Community Center,23
41183162,2024-11-12,Jefferson Community Center,61
41183163,2024-11-12,Magee Community Center,22
41183164,2024-11-12,West Penn Community Center,263
41183165,2024-11-12,Warrington Community Center,78
41183166,2024-11-09,Magee Community Center,1
41183167,2024-11-08,Ammon Community Center,7
41183168,2024-11-08,Arlington Community Center,31
41183169,2024-11-08,Brookline Community Center,31
41183170,2024-11-08,Paulson Community Center,20
41183171,2024-11-08,Ormsby Community Center,4
41183172,2024-11-08,Magee Community Center,32
41183173,2024-11-08,Jefferson Community Center,40
41183174,2024-11-08,Warrington Community Center,55
41183175,2024-11-08,West Penn Community Center,26
